,Type,Sex,Size,Intake Type,Intake Subtype,Intake Jurisdiction,PredomBreed,PredomColor,IntakeAgeYrs,Type Sex,Type Size,Type Intake Type,Type Intake Subtype,Type Intake Jurisdiction,Type PredomBreed,Type PredomColor,Type IntakeAgeYrs,Sex Size,Sex Intake Type,Sex Intake Subtype,Sex Intake Jurisdiction,Sex PredomBreed,Sex PredomColor,Sex IntakeAgeYrs,Size Intake Type,Size Intake Subtype,Size Intake Jurisdiction,Size PredomBreed,Size PredomColor,Size IntakeAgeYrs,Intake Type Intake Subtype,Intake Type Intake Jurisdiction,Intake Type PredomBreed,Intake Type PredomColor,Intake Type IntakeAgeYrs,Intake Subtype Intake Jurisdiction,Intake Subtype PredomBreed,Intake Subtype PredomColor,Intake Subtype IntakeAgeYrs,Intake Jurisdiction PredomBreed,Intake Jurisdiction PredomColor,Intake Jurisdiction IntakeAgeYrs,PredomBreed PredomColor,PredomBreed IntakeAgeYrs,PredomColor IntakeAgeYrs,Outcome Type
1571,0.0,4.0,0.0,4.0,0.0,10.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,40.0,88.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,88.0,36.0,0.0,0.0,0.0,0.0,0.0,220.0,90.0,0.0,198.0,0.0,0.0,1
1572,1.0,0.0,2.0,2.0,2.0,8.0,42.0,2.0,-1.0,0.0,2.0,2.0,2.0,8.0,42.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.0,4.0,16.0,84.0,4.0,-2.0,4.0,16.0,84.0,4.0,-2.0,16.0,84.0,4.0,-2.0,336.0,16.0,-8.0,84.0,-42.0,-2.0,1
1573,0.0,4.0,0.0,4.0,0.0,10.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,40.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,220.0,0.0,5.0,0.0,11.0,0.0,1
1574,2.0,4.0,2.0,4.0,2.0,8.0,32.0,8.0,-1.0,8.0,4.0,8.0,4.0,16.0,64.0,16.0,-2.0,8.0,16.0,8.0,32.0,128.0,32.0,-4.0,8.0,4.0,16.0,64.0,16.0,-2.0,8.0,32.0,128.0,32.0,-4.0,16.0,64.0,16.0,-2.0,256.0,64.0,-8.0,256.0,-32.0,-8.0,3
1575,0.0,1.0,0.0,1.0,5.0,8.0,22.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,22.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,22.0,0.0,0.08,40.0,110.0,0.0,0.4,176.0,0.0,0.64,0.0,1.76,0.0,1
1576,2.0,0.0,1.0,4.0,2.0,10.0,31.0,13.0,-1.0,0.0,2.0,8.0,4.0,20.0,62.0,26.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.0,2.0,10.0,31.0,13.0,-1.0,8.0,40.0,124.0,52.0,-4.0,20.0,62.0,26.0,-2.0,310.0,130.0,-10.0,403.0,-31.0,-13.0,2
1577,2.0,0.0,4.0,4.0,13.0,10.0,29.0,13.0,-1.0,0.0,8.0,8.0,26.0,20.0,58.0,26.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,52.0,40.0,116.0,52.0,-4.0,52.0,40.0,116.0,52.0,-4.0,130.0,377.0,169.0,-13.0,290.0,130.0,-10.0,377.0,-29.0,-13.0,1
1578,2.0,1.0,4.0,1.0,7.0,8.0,14.0,18.0,-1.0,2.0,8.0,2.0,14.0,16.0,28.0,36.0,-2.0,4.0,1.0,7.0,8.0,14.0,18.0,-1.0,4.0,28.0,32.0,56.0,72.0,-4.0,7.0,8.0,14.0,18.0,-1.0,56.0,98.0,126.0,-7.0,112.0,144.0,-8.0,252.0,-14.0,-18.0,1
1579,1.0,1.0,1.0,4.0,2.0,8.0,42.0,13.0,-1.0,1.0,1.0,4.0,2.0,8.0,42.0,13.0,-1.0,1.0,4.0,2.0,8.0,42.0,13.0,-1.0,4.0,2.0,8.0,42.0,13.0,-1.0,8.0,32.0,168.0,52.0,-4.0,16.0,84.0,26.0,-2.0,336.0,104.0,-8.0,546.0,-42.0,-13.0,1
1580,2.0,1.0,2.0,4.0,2.0,8.0,26.0,2.0,-1.0,2.0,4.0,8.0,4.0,16.0,52.0,4.0,-2.0,2.0,4.0,2.0,8.0,26.0,2.0,-1.0,8.0,4.0,16.0,52.0,4.0,-2.0,8.0,32.0,104.0,8.0,-4.0,16.0,52.0,4.0,-2.0,208.0,16.0,-8.0,52.0,-26.0,-2.0,2
1581,1.0,0.0,1.0,1.0,8.0,10.0,25.0,15.0,2.17,0.0,1.0,1.0,8.0,10.0,25.0,15.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,10.0,25.0,15.0,2.17,8.0,10.0,25.0,15.0,2.17,80.0,200.0,120.0,17.36,250.0,150.0,21.7,375.0,54.25,32.55,1
1582,1.0,2.0,2.0,1.0,6.0,10.0,38.0,0.0,9.17,2.0,2.0,1.0,6.0,10.0,38.0,0.0,9.17,4.0,2.0,12.0,20.0,76.0,0.0,18.34,2.0,12.0,20.0,76.0,0.0,18.34,6.0,10.0,38.0,0.0,9.17,60.0,228.0,0.0,55.019999999999996,380.0,0.0,91.7,0.0,348.46,0.0,3
1583,0.0,1.0,4.0,4.0,2.0,8.0,22.0,18.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,8.0,22.0,18.0,0.5,16.0,8.0,32.0,88.0,72.0,2.0,8.0,32.0,88.0,72.0,2.0,16.0,44.0,36.0,1.0,176.0,144.0,4.0,396.0,11.0,9.0,1
1584,0.0,4.0,0.0,4.0,0.0,10.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,40.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,220.0,0.0,5.0,0.0,11.0,0.0,1
1585,0.0,4.0,0.0,4.0,13.0,8.0,22.0,12.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,88.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,48.0,2.0,104.0,286.0,156.0,6.5,176.0,96.0,4.0,264.0,11.0,6.0,1
1586,1.0,0.0,2.0,4.0,2.0,10.0,42.0,7.0,2.99,0.0,2.0,4.0,2.0,10.0,42.0,7.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,20.0,84.0,14.0,5.98,8.0,40.0,168.0,28.0,11.96,20.0,84.0,14.0,5.98,420.0,70.0,29.900000000000002,294.0,125.58000000000001,20.93,1
1587,1.0,1.0,1.0,4.0,13.0,10.0,42.0,13.0,-1.0,1.0,1.0,4.0,13.0,10.0,42.0,13.0,-1.0,1.0,4.0,13.0,10.0,42.0,13.0,-1.0,4.0,13.0,10.0,42.0,13.0,-1.0,52.0,40.0,168.0,52.0,-4.0,130.0,546.0,169.0,-13.0,420.0,130.0,-10.0,546.0,-42.0,-13.0,1
1588,1.0,1.0,5.0,4.0,2.0,10.0,15.0,15.0,3.0,1.0,5.0,4.0,2.0,10.0,15.0,15.0,3.0,5.0,4.0,2.0,10.0,15.0,15.0,3.0,20.0,10.0,50.0,75.0,75.0,15.0,8.0,40.0,60.0,60.0,12.0,20.0,30.0,30.0,6.0,150.0,150.0,30.0,225.0,45.0,45.0,1
1589,1.0,1.0,4.0,4.0,2.0,10.0,15.0,2.0,7.93,1.0,4.0,4.0,2.0,10.0,15.0,2.0,7.93,4.0,4.0,2.0,10.0,15.0,2.0,7.93,16.0,8.0,40.0,60.0,8.0,31.72,8.0,40.0,60.0,8.0,31.72,20.0,30.0,4.0,15.86,150.0,20.0,79.3,30.0,118.94999999999999,15.86,1
1590,1.0,1.0,2.0,4.0,2.0,8.0,42.0,2.0,-1.0,1.0,2.0,4.0,2.0,8.0,42.0,2.0,-1.0,2.0,4.0,2.0,8.0,42.0,2.0,-1.0,8.0,4.0,16.0,84.0,4.0,-2.0,8.0,32.0,168.0,8.0,-4.0,16.0,84.0,4.0,-2.0,336.0,16.0,-8.0,84.0,-42.0,-2.0,1
1591,2.0,1.0,4.0,1.0,7.0,8.0,14.0,13.0,-1.0,2.0,8.0,2.0,14.0,16.0,28.0,26.0,-2.0,4.0,1.0,7.0,8.0,14.0,13.0,-1.0,4.0,28.0,32.0,56.0,52.0,-4.0,7.0,8.0,14.0,13.0,-1.0,56.0,98.0,91.0,-7.0,112.0,104.0,-8.0,182.0,-14.0,-13.0,1
1592,0.0,3.0,4.0,4.0,13.0,10.0,22.0,2.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,39.0,30.0,66.0,6.0,18.03,16.0,52.0,40.0,88.0,8.0,24.04,52.0,40.0,88.0,8.0,24.04,130.0,286.0,26.0,78.13,220.0,20.0,60.099999999999994,44.0,132.22,12.02,1
1593,0.0,3.0,4.0,2.0,13.0,12.0,22.0,2.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,39.0,36.0,66.0,6.0,18.03,8.0,52.0,48.0,88.0,8.0,24.04,26.0,24.0,44.0,4.0,12.02,156.0,286.0,26.0,78.13,264.0,24.0,72.12,44.0,132.22,12.02,1
1594,0.0,0.0,4.0,5.0,23.0,8.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,20.0,92.0,32.0,88.0,0.0,-4.0,115.0,40.0,110.0,0.0,-5.0,184.0,506.0,0.0,-23.0,176.0,0.0,-8.0,0.0,-22.0,-0.0,1
1595,1.0,0.0,2.0,4.0,2.0,8.0,42.0,18.0,-1.0,0.0,2.0,4.0,2.0,8.0,42.0,18.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,4.0,16.0,84.0,36.0,-2.0,8.0,32.0,168.0,72.0,-4.0,16.0,84.0,36.0,-2.0,336.0,144.0,-8.0,756.0,-42.0,-18.0,1
1596,0.0,1.0,4.0,4.0,2.0,10.0,22.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.0,4.0,2.0,10.0,22.0,2.0,-1.0,16.0,8.0,40.0,88.0,8.0,-4.0,8.0,40.0,88.0,8.0,-4.0,20.0,44.0,4.0,-2.0,220.0,20.0,-10.0,44.0,-22.0,-2.0,1
1597,1.0,0.0,2.0,5.0,23.0,10.0,42.0,15.0,3.0,0.0,2.0,5.0,23.0,10.0,42.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,46.0,20.0,84.0,30.0,6.0,115.0,50.0,210.0,75.0,15.0,230.0,966.0,345.0,69.0,420.0,150.0,30.0,630.0,126.0,45.0,1
1598,1.0,1.0,4.0,4.0,2.0,10.0,15.0,15.0,9.01,1.0,4.0,4.0,2.0,10.0,15.0,15.0,9.01,4.0,4.0,2.0,10.0,15.0,15.0,9.01,16.0,8.0,40.0,60.0,60.0,36.04,8.0,40.0,60.0,60.0,36.04,20.0,30.0,30.0,18.02,150.0,150.0,90.1,225.0,135.15,135.15,1
1599,0.0,0.0,4.0,4.0,2.0,8.0,21.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,32.0,84.0,56.0,52.0,8.0,32.0,84.0,56.0,52.0,16.0,42.0,28.0,26.0,168.0,112.0,104.0,294.0,273.0,182.0,1
1600,1.0,2.0,2.0,2.0,13.0,8.0,42.0,2.0,-1.0,2.0,2.0,2.0,13.0,8.0,42.0,2.0,-1.0,4.0,4.0,26.0,16.0,84.0,4.0,-2.0,4.0,26.0,16.0,84.0,4.0,-2.0,26.0,16.0,84.0,4.0,-2.0,104.0,546.0,26.0,-13.0,336.0,16.0,-8.0,84.0,-42.0,-2.0,1
1601,2.0,1.0,5.0,4.0,23.0,10.0,38.0,9.0,-1.0,2.0,10.0,8.0,46.0,20.0,76.0,18.0,-2.0,5.0,4.0,23.0,10.0,38.0,9.0,-1.0,20.0,115.0,50.0,190.0,45.0,-5.0,92.0,40.0,152.0,36.0,-4.0,230.0,874.0,207.0,-23.0,380.0,90.0,-10.0,342.0,-38.0,-9.0,1
1602,1.0,3.0,4.0,1.0,7.0,10.0,44.0,7.0,-1.0,3.0,4.0,1.0,7.0,10.0,44.0,7.0,-1.0,12.0,3.0,21.0,30.0,132.0,21.0,-3.0,4.0,28.0,40.0,176.0,28.0,-4.0,7.0,10.0,44.0,7.0,-1.0,70.0,308.0,49.0,-7.0,440.0,70.0,-10.0,308.0,-44.0,-7.0,1
1603,2.0,4.0,4.0,4.0,13.0,3.0,38.0,9.0,-1.0,8.0,8.0,8.0,26.0,6.0,76.0,18.0,-2.0,16.0,16.0,52.0,12.0,152.0,36.0,-4.0,16.0,52.0,12.0,152.0,36.0,-4.0,52.0,12.0,152.0,36.0,-4.0,39.0,494.0,117.0,-13.0,114.0,27.0,-3.0,342.0,-38.0,-9.0,1
1604,0.0,0.0,0.0,4.0,2.0,10.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,88.0,0.0,2.0,20.0,44.0,0.0,1.0,220.0,0.0,5.0,0.0,11.0,0.0,1
1605,0.0,0.0,4.0,4.0,1.0,10.0,20.0,16.0,8.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,40.0,80.0,64.0,32.04,4.0,40.0,80.0,64.0,32.04,10.0,20.0,16.0,8.01,200.0,160.0,80.1,320.0,160.2,128.16,1
1606,0.0,1.0,0.0,4.0,2.0,10.0,22.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,22.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,88.0,36.0,2.0,20.0,44.0,18.0,1.0,220.0,90.0,5.0,198.0,11.0,4.5,1
1607,0.0,0.0,4.0,2.0,13.0,6.0,22.0,4.0,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,52.0,24.0,88.0,16.0,19.36,26.0,12.0,44.0,8.0,9.68,78.0,286.0,52.0,62.92,132.0,24.0,29.04,88.0,106.47999999999999,19.36,1
1608,1.0,0.0,2.0,4.0,2.0,8.0,42.0,1.0,-1.0,0.0,2.0,4.0,2.0,8.0,42.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,4.0,16.0,84.0,2.0,-2.0,8.0,32.0,168.0,4.0,-4.0,16.0,84.0,2.0,-2.0,336.0,8.0,-8.0,42.0,-42.0,-1.0,1
1609,1.0,1.0,1.0,3.0,3.0,10.0,42.0,9.0,0.79,1.0,1.0,3.0,3.0,10.0,42.0,9.0,0.79,1.0,3.0,3.0,10.0,42.0,9.0,0.79,3.0,3.0,10.0,42.0,9.0,0.79,9.0,30.0,126.0,27.0,2.37,30.0,126.0,27.0,2.37,420.0,90.0,7.9,378.0,33.18,7.11,1
1610,1.0,1.0,1.0,4.0,2.0,10.0,42.0,18.0,3.99,1.0,1.0,4.0,2.0,10.0,42.0,18.0,3.99,1.0,4.0,2.0,10.0,42.0,18.0,3.99,4.0,2.0,10.0,42.0,18.0,3.99,8.0,40.0,168.0,72.0,15.96,20.0,84.0,36.0,7.98,420.0,180.0,39.900000000000006,756.0,167.58,71.82000000000001,1
1611,0.0,4.0,0.0,4.0,13.0,8.0,22.0,9.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,88.0,36.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,36.0,0.52,104.0,286.0,117.0,1.69,176.0,72.0,1.04,198.0,2.8600000000000003,1.17,1
1612,0.0,2.0,4.0,4.0,13.0,10.0,22.0,3.0,20.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,26.0,20.0,44.0,6.0,40.02,16.0,52.0,40.0,88.0,12.0,80.04,52.0,40.0,88.0,12.0,80.04,130.0,286.0,39.0,260.13,220.0,30.0,200.10000000000002,66.0,440.22,60.03,1
1613,1.0,0.0,1.0,2.0,13.0,10.0,25.0,0.0,-1.0,0.0,1.0,2.0,13.0,10.0,25.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.0,13.0,10.0,25.0,0.0,-1.0,26.0,20.0,50.0,0.0,-2.0,130.0,325.0,0.0,-13.0,250.0,0.0,-10.0,0.0,-25.0,-0.0,1
1614,1.0,1.0,1.0,4.0,13.0,8.0,25.0,15.0,-1.0,1.0,1.0,4.0,13.0,8.0,25.0,15.0,-1.0,1.0,4.0,13.0,8.0,25.0,15.0,-1.0,4.0,13.0,8.0,25.0,15.0,-1.0,52.0,32.0,100.0,60.0,-4.0,104.0,325.0,195.0,-13.0,200.0,120.0,-8.0,375.0,-25.0,-15.0,1
1615,1.0,0.0,1.0,4.0,21.0,8.0,42.0,15.0,6.39,0.0,1.0,4.0,21.0,8.0,42.0,15.0,6.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,8.0,42.0,15.0,6.39,84.0,32.0,168.0,60.0,25.56,168.0,882.0,315.0,134.19,336.0,120.0,51.12,630.0,268.38,95.85,1
1616,0.0,0.0,4.0,3.0,11.0,10.0,21.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12.0,44.0,40.0,84.0,8.0,-4.0,33.0,30.0,63.0,6.0,-3.0,110.0,231.0,22.0,-11.0,210.0,20.0,-10.0,42.0,-21.0,-2.0,1
1617,0.0,0.0,4.0,4.0,13.0,10.0,22.0,0.0,19.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,40.0,88.0,0.0,76.04,52.0,40.0,88.0,0.0,76.04,130.0,286.0,0.0,247.13000000000002,220.0,0.0,190.10000000000002,0.0,418.22,0.0,1
1618,0.0,4.0,0.0,4.0,1.0,8.0,22.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,32.0,88.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,88.0,0.0,0.4,8.0,22.0,0.0,0.1,176.0,0.0,0.8,0.0,2.2,0.0,1
1619,1.0,3.0,5.0,2.0,13.0,10.0,15.0,0.0,9.92,3.0,5.0,2.0,13.0,10.0,15.0,0.0,9.92,15.0,6.0,39.0,30.0,45.0,0.0,29.759999999999998,10.0,65.0,50.0,75.0,0.0,49.6,26.0,20.0,30.0,0.0,19.84,130.0,195.0,0.0,128.96,150.0,0.0,99.2,0.0,148.8,0.0,1
1620,0.0,2.0,4.0,4.0,2.0,10.0,22.0,10.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,20.0,44.0,20.0,1.66,16.0,8.0,40.0,88.0,40.0,3.32,8.0,40.0,88.0,40.0,3.32,20.0,44.0,20.0,1.66,220.0,100.0,8.299999999999999,220.0,18.259999999999998,8.299999999999999,1
1621,2.0,4.0,4.0,3.0,11.0,4.0,6.0,2.0,-1.0,8.0,8.0,6.0,22.0,8.0,12.0,4.0,-2.0,16.0,12.0,44.0,16.0,24.0,8.0,-4.0,12.0,44.0,16.0,24.0,8.0,-4.0,33.0,12.0,18.0,6.0,-3.0,44.0,66.0,22.0,-11.0,24.0,8.0,-4.0,12.0,-6.0,-2.0,3
1622,0.0,4.0,4.0,4.0,13.0,10.0,21.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,16.0,52.0,40.0,84.0,12.0,-4.0,16.0,52.0,40.0,84.0,12.0,-4.0,52.0,40.0,84.0,12.0,-4.0,130.0,273.0,39.0,-13.0,210.0,30.0,-10.0,63.0,-21.0,-3.0,1
1623,2.0,4.0,2.0,4.0,2.0,8.0,32.0,8.0,-1.0,8.0,4.0,8.0,4.0,16.0,64.0,16.0,-2.0,8.0,16.0,8.0,32.0,128.0,32.0,-4.0,8.0,4.0,16.0,64.0,16.0,-2.0,8.0,32.0,128.0,32.0,-4.0,16.0,64.0,16.0,-2.0,256.0,64.0,-8.0,256.0,-32.0,-8.0,3
1624,1.0,3.0,2.0,2.0,13.0,10.0,33.0,0.0,8.62,3.0,2.0,2.0,13.0,10.0,33.0,0.0,8.62,6.0,6.0,39.0,30.0,99.0,0.0,25.86,4.0,26.0,20.0,66.0,0.0,17.24,26.0,20.0,66.0,0.0,17.24,130.0,429.0,0.0,112.05999999999999,330.0,0.0,86.19999999999999,0.0,284.46,0.0,1
1625,1.0,3.0,1.0,4.0,13.0,10.0,33.0,0.0,1.85,3.0,1.0,4.0,13.0,10.0,33.0,0.0,1.85,3.0,12.0,39.0,30.0,99.0,0.0,5.550000000000001,4.0,13.0,10.0,33.0,0.0,1.85,52.0,40.0,132.0,0.0,7.4,130.0,429.0,0.0,24.05,330.0,0.0,18.5,0.0,61.050000000000004,0.0,1
1626,2.0,1.0,4.0,1.0,7.0,8.0,14.0,13.0,-1.0,2.0,8.0,2.0,14.0,16.0,28.0,26.0,-2.0,4.0,1.0,7.0,8.0,14.0,13.0,-1.0,4.0,28.0,32.0,56.0,52.0,-4.0,7.0,8.0,14.0,13.0,-1.0,56.0,98.0,91.0,-7.0,112.0,104.0,-8.0,182.0,-14.0,-13.0,1
1627,0.0,2.0,0.0,2.0,13.0,8.0,22.0,9.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,16.0,44.0,18.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,44.0,18.0,0.3,104.0,286.0,117.0,1.95,176.0,72.0,1.2,198.0,3.3,1.3499999999999999,1
1628,1.0,0.0,5.0,4.0,13.0,10.0,18.0,0.0,-1.0,0.0,5.0,4.0,13.0,10.0,18.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,20.0,65.0,50.0,90.0,0.0,-5.0,52.0,40.0,72.0,0.0,-4.0,130.0,234.0,0.0,-13.0,180.0,0.0,-10.0,0.0,-18.0,-0.0,1
1629,1.0,0.0,5.0,4.0,21.0,8.0,15.0,2.0,-1.0,0.0,5.0,4.0,21.0,8.0,15.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,20.0,105.0,40.0,75.0,10.0,-5.0,84.0,32.0,60.0,8.0,-4.0,168.0,315.0,42.0,-21.0,120.0,16.0,-8.0,30.0,-15.0,-2.0,1
1630,0.0,2.0,4.0,5.0,23.0,10.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,10.0,46.0,20.0,44.0,0.0,-2.0,20.0,92.0,40.0,88.0,0.0,-4.0,115.0,50.0,110.0,0.0,-5.0,230.0,506.0,0.0,-23.0,220.0,0.0,-10.0,0.0,-22.0,-0.0,1
1631,1.0,1.0,1.0,2.0,13.0,12.0,42.0,9.0,1.5,1.0,1.0,2.0,13.0,12.0,42.0,9.0,1.5,1.0,2.0,13.0,12.0,42.0,9.0,1.5,2.0,13.0,12.0,42.0,9.0,1.5,26.0,24.0,84.0,18.0,3.0,156.0,546.0,117.0,19.5,504.0,108.0,18.0,378.0,63.0,13.5,1
1632,2.0,4.0,4.0,4.0,0.0,8.0,46.0,0.0,0.0,8.0,8.0,8.0,0.0,16.0,92.0,0.0,0.0,16.0,16.0,0.0,32.0,184.0,0.0,0.0,16.0,0.0,32.0,184.0,0.0,0.0,0.0,32.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,1
1633,2.0,4.0,4.0,3.0,11.0,5.0,6.0,2.0,-1.0,8.0,8.0,6.0,22.0,10.0,12.0,4.0,-2.0,16.0,12.0,44.0,20.0,24.0,8.0,-4.0,12.0,44.0,20.0,24.0,8.0,-4.0,33.0,15.0,18.0,6.0,-3.0,55.0,66.0,22.0,-11.0,30.0,10.0,-5.0,12.0,-6.0,-2.0,1
1634,2.0,4.0,5.0,3.0,11.0,10.0,6.0,2.0,-1.0,8.0,10.0,6.0,22.0,20.0,12.0,4.0,-2.0,20.0,12.0,44.0,40.0,24.0,8.0,-4.0,15.0,55.0,50.0,30.0,10.0,-5.0,33.0,30.0,18.0,6.0,-3.0,110.0,66.0,22.0,-11.0,60.0,20.0,-10.0,12.0,-6.0,-2.0,1
1635,1.0,2.0,1.0,2.0,13.0,8.0,42.0,18.0,3.0,2.0,1.0,2.0,13.0,8.0,42.0,18.0,3.0,2.0,4.0,26.0,16.0,84.0,36.0,6.0,2.0,13.0,8.0,42.0,18.0,3.0,26.0,16.0,84.0,36.0,6.0,104.0,546.0,234.0,39.0,336.0,144.0,24.0,756.0,126.0,54.0,1
1636,0.0,0.0,4.0,4.0,2.0,10.0,20.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,40.0,80.0,36.0,8.0,8.0,40.0,80.0,36.0,8.0,20.0,40.0,18.0,4.0,200.0,90.0,20.0,180.0,40.0,18.0,1
1637,1.0,1.0,4.0,4.0,13.0,12.0,42.0,13.0,1.95,1.0,4.0,4.0,13.0,12.0,42.0,13.0,1.95,4.0,4.0,13.0,12.0,42.0,13.0,1.95,16.0,52.0,48.0,168.0,52.0,7.8,52.0,48.0,168.0,52.0,7.8,156.0,546.0,169.0,25.349999999999998,504.0,156.0,23.4,546.0,81.89999999999999,25.349999999999998,1
1638,0.0,0.0,4.0,4.0,13.0,12.0,54.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,48.0,216.0,48.0,20.0,52.0,48.0,216.0,48.0,20.0,156.0,702.0,156.0,65.0,648.0,144.0,60.0,648.0,270.0,60.0,1
1639,1.0,0.0,4.0,4.0,2.0,8.0,12.0,15.0,-1.0,0.0,4.0,4.0,2.0,8.0,12.0,15.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,32.0,48.0,60.0,-4.0,8.0,32.0,48.0,60.0,-4.0,16.0,24.0,30.0,-2.0,96.0,120.0,-8.0,180.0,-12.0,-15.0,2
1640,1.0,3.0,3.0,4.0,13.0,8.0,42.0,15.0,0.39,3.0,3.0,4.0,13.0,8.0,42.0,15.0,0.39,9.0,12.0,39.0,24.0,126.0,45.0,1.17,12.0,39.0,24.0,126.0,45.0,1.17,52.0,32.0,168.0,60.0,1.56,104.0,546.0,195.0,5.07,336.0,120.0,3.12,630.0,16.38,5.8500000000000005,1
