,Type,Sex,Size,Intake Type,Intake Subtype,Intake Jurisdiction,PredomBreed,PredomColor,IntakeAgeYrs,Type Sex,Type Size,Type Intake Type,Type Intake Subtype,Type Intake Jurisdiction,Type PredomBreed,Type PredomColor,Type IntakeAgeYrs,Sex Size,Sex Intake Type,Sex Intake Subtype,Sex Intake Jurisdiction,Sex PredomBreed,Sex PredomColor,Sex IntakeAgeYrs,Size Intake Type,Size Intake Subtype,Size Intake Jurisdiction,Size PredomBreed,Size PredomColor,Size IntakeAgeYrs,Intake Type Intake Subtype,Intake Type Intake Jurisdiction,Intake Type PredomBreed,Intake Type PredomColor,Intake Type IntakeAgeYrs,Intake Subtype Intake Jurisdiction,Intake Subtype PredomBreed,Intake Subtype PredomColor,Intake Subtype IntakeAgeYrs,Intake Jurisdiction PredomBreed,Intake Jurisdiction PredomColor,Intake Jurisdiction IntakeAgeYrs,PredomBreed PredomColor,PredomBreed IntakeAgeYrs,PredomColor IntakeAgeYrs,Outcome Type
1641,0.0,1.0,4.0,4.0,13.0,10.0,22.0,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.0,4.0,13.0,10.0,22.0,11.0,-1.0,16.0,52.0,40.0,88.0,44.0,-4.0,52.0,40.0,88.0,44.0,-4.0,130.0,286.0,143.0,-13.0,220.0,110.0,-10.0,242.0,-22.0,-11.0,1
1642,0.0,0.0,4.0,4.0,2.0,10.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,40.0,88.0,0.0,-4.0,8.0,40.0,88.0,0.0,-4.0,20.0,44.0,0.0,-2.0,220.0,0.0,-10.0,0.0,-22.0,-0.0,1
1643,0.0,2.0,4.0,2.0,13.0,10.0,22.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,26.0,20.0,44.0,4.0,12.0,8.0,52.0,40.0,88.0,8.0,24.0,26.0,20.0,44.0,4.0,12.0,130.0,286.0,26.0,78.0,220.0,20.0,60.0,44.0,132.0,12.0,1
1644,0.0,2.0,4.0,2.0,13.0,10.0,20.0,11.0,12.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,26.0,20.0,40.0,22.0,24.02,8.0,52.0,40.0,80.0,44.0,48.04,26.0,20.0,40.0,22.0,24.02,130.0,260.0,143.0,156.13,200.0,110.0,120.1,220.0,240.2,132.10999999999999,1
1645,1.0,1.0,1.0,4.0,2.0,8.0,42.0,0.0,2.0,1.0,1.0,4.0,2.0,8.0,42.0,0.0,2.0,1.0,4.0,2.0,8.0,42.0,0.0,2.0,4.0,2.0,8.0,42.0,0.0,2.0,8.0,32.0,168.0,0.0,8.0,16.0,84.0,0.0,4.0,336.0,0.0,16.0,0.0,84.0,0.0,1
1646,0.0,0.0,4.0,4.0,2.0,8.0,22.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,32.0,88.0,16.0,-4.0,8.0,32.0,88.0,16.0,-4.0,16.0,44.0,8.0,-2.0,176.0,32.0,-8.0,88.0,-22.0,-4.0,1
1647,1.0,1.0,2.0,2.0,13.0,10.0,10.0,18.0,8.03,1.0,2.0,2.0,13.0,10.0,10.0,18.0,8.03,2.0,2.0,13.0,10.0,10.0,18.0,8.03,4.0,26.0,20.0,20.0,36.0,16.06,26.0,20.0,20.0,36.0,16.06,130.0,130.0,234.0,104.38999999999999,100.0,180.0,80.3,180.0,80.3,144.54,1
1648,0.0,1.0,0.0,4.0,13.0,10.0,22.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,10.0,22.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,88.0,0.0,0.32,130.0,286.0,0.0,1.04,220.0,0.0,0.8,0.0,1.76,0.0,1
1649,1.0,3.0,1.0,4.0,13.0,8.0,42.0,2.0,3.73,3.0,1.0,4.0,13.0,8.0,42.0,2.0,3.73,3.0,12.0,39.0,24.0,126.0,6.0,11.19,4.0,13.0,8.0,42.0,2.0,3.73,52.0,32.0,168.0,8.0,14.92,104.0,546.0,26.0,48.49,336.0,16.0,29.84,84.0,156.66,7.46,2
1650,0.0,2.0,4.0,4.0,13.0,10.0,22.0,0.0,14.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,26.0,20.0,44.0,0.0,28.02,16.0,52.0,40.0,88.0,0.0,56.04,52.0,40.0,88.0,0.0,56.04,130.0,286.0,0.0,182.13,220.0,0.0,140.1,0.0,308.21999999999997,0.0,1
1651,0.0,4.0,0.0,4.0,2.0,8.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,32.0,88.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,88.0,72.0,0.0,16.0,44.0,36.0,0.0,176.0,144.0,0.0,396.0,0.0,0.0,1
1652,2.0,4.0,4.0,3.0,19.0,8.0,6.0,2.0,-1.0,8.0,8.0,6.0,38.0,16.0,12.0,4.0,-2.0,16.0,12.0,76.0,32.0,24.0,8.0,-4.0,12.0,76.0,32.0,24.0,8.0,-4.0,57.0,24.0,18.0,6.0,-3.0,152.0,114.0,38.0,-19.0,48.0,16.0,-8.0,12.0,-6.0,-2.0,3
1653,0.0,2.0,4.0,4.0,1.0,8.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,8.0,2.0,16.0,44.0,0.0,-2.0,16.0,4.0,32.0,88.0,0.0,-4.0,4.0,32.0,88.0,0.0,-4.0,8.0,22.0,0.0,-1.0,176.0,0.0,-8.0,0.0,-22.0,-0.0,1
1654,2.0,4.0,5.0,4.0,2.0,8.0,46.0,18.0,0.17,8.0,10.0,8.0,4.0,16.0,92.0,36.0,0.34,20.0,16.0,8.0,32.0,184.0,72.0,0.68,20.0,10.0,40.0,230.0,90.0,0.8500000000000001,8.0,32.0,184.0,72.0,0.68,16.0,92.0,36.0,0.34,368.0,144.0,1.36,828.0,7.82,3.06,1
1655,1.0,0.0,2.0,4.0,2.0,8.0,42.0,2.0,0.9,0.0,2.0,4.0,2.0,8.0,42.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,16.0,84.0,4.0,1.8,8.0,32.0,168.0,8.0,3.6,16.0,84.0,4.0,1.8,336.0,16.0,7.2,84.0,37.800000000000004,1.8,1
1656,1.0,0.0,4.0,4.0,2.0,10.0,45.0,7.0,-1.0,0.0,4.0,4.0,2.0,10.0,45.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,40.0,180.0,28.0,-4.0,8.0,40.0,180.0,28.0,-4.0,20.0,90.0,14.0,-2.0,450.0,70.0,-10.0,315.0,-45.0,-7.0,1
1657,0.0,1.0,2.0,4.0,2.0,12.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.0,4.0,2.0,12.0,22.0,0.0,-1.0,8.0,4.0,24.0,44.0,0.0,-2.0,8.0,48.0,88.0,0.0,-4.0,24.0,44.0,0.0,-2.0,264.0,0.0,-12.0,0.0,-22.0,-0.0,1
1658,0.0,2.0,4.0,4.0,23.0,10.0,22.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,8.0,46.0,20.0,44.0,4.0,-2.0,16.0,92.0,40.0,88.0,8.0,-4.0,92.0,40.0,88.0,8.0,-4.0,230.0,506.0,46.0,-23.0,220.0,20.0,-10.0,44.0,-22.0,-2.0,1
1659,0.0,0.0,2.0,4.0,2.0,10.0,22.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,20.0,44.0,8.0,2.0,8.0,40.0,88.0,16.0,4.0,20.0,44.0,8.0,2.0,220.0,40.0,10.0,88.0,22.0,4.0,1
1660,0.0,0.0,4.0,4.0,2.0,10.0,21.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,40.0,84.0,16.0,-4.0,8.0,40.0,84.0,16.0,-4.0,20.0,42.0,8.0,-2.0,210.0,40.0,-10.0,84.0,-21.0,-4.0,1
1661,1.0,3.0,4.0,4.0,2.0,8.0,15.0,0.0,9.01,3.0,4.0,4.0,2.0,8.0,15.0,0.0,9.01,12.0,12.0,6.0,24.0,45.0,0.0,27.03,16.0,8.0,32.0,60.0,0.0,36.04,8.0,32.0,60.0,0.0,36.04,16.0,30.0,0.0,18.02,120.0,0.0,72.08,0.0,135.15,0.0,3
1662,1.0,1.0,1.0,4.0,2.0,8.0,55.0,18.0,-1.0,1.0,1.0,4.0,2.0,8.0,55.0,18.0,-1.0,1.0,4.0,2.0,8.0,55.0,18.0,-1.0,4.0,2.0,8.0,55.0,18.0,-1.0,8.0,32.0,220.0,72.0,-4.0,16.0,110.0,36.0,-2.0,440.0,144.0,-8.0,990.0,-55.0,-18.0,1
1663,0.0,4.0,0.0,4.0,1.0,8.0,22.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,32.0,88.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,88.0,0.0,0.4,8.0,22.0,0.0,0.1,176.0,0.0,0.8,0.0,2.2,0.0,1
1664,0.0,3.0,4.0,2.0,13.0,8.0,22.0,1.0,12.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,39.0,24.0,66.0,3.0,36.03,8.0,52.0,32.0,88.0,4.0,48.04,26.0,16.0,44.0,2.0,24.02,104.0,286.0,13.0,156.13,176.0,8.0,96.08,22.0,264.21999999999997,12.01,3
1665,1.0,2.0,1.0,3.0,11.0,10.0,42.0,1.0,2.3,2.0,1.0,3.0,11.0,10.0,42.0,1.0,2.3,2.0,6.0,22.0,20.0,84.0,2.0,4.6,3.0,11.0,10.0,42.0,1.0,2.3,33.0,30.0,126.0,3.0,6.8999999999999995,110.0,462.0,11.0,25.299999999999997,420.0,10.0,23.0,42.0,96.6,2.3,2
1666,0.0,0.0,4.0,4.0,2.0,10.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,40.0,88.0,0.0,-4.0,8.0,40.0,88.0,0.0,-4.0,20.0,44.0,0.0,-2.0,220.0,0.0,-10.0,0.0,-22.0,-0.0,1
1667,1.0,0.0,2.0,4.0,2.0,10.0,42.0,1.0,3.0,0.0,2.0,4.0,2.0,10.0,42.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,20.0,84.0,2.0,6.0,8.0,40.0,168.0,4.0,12.0,20.0,84.0,2.0,6.0,420.0,10.0,30.0,42.0,126.0,3.0,1
1668,0.0,0.0,4.0,4.0,2.0,8.0,21.0,18.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,32.0,84.0,72.0,-4.0,8.0,32.0,84.0,72.0,-4.0,16.0,42.0,36.0,-2.0,168.0,144.0,-8.0,378.0,-21.0,-18.0,1
1669,1.0,2.0,1.0,2.0,13.0,10.0,42.0,2.0,6.01,2.0,1.0,2.0,13.0,10.0,42.0,2.0,6.01,2.0,4.0,26.0,20.0,84.0,4.0,12.02,2.0,13.0,10.0,42.0,2.0,6.01,26.0,20.0,84.0,4.0,12.02,130.0,546.0,26.0,78.13,420.0,20.0,60.099999999999994,84.0,252.42,12.02,1
1670,0.0,3.0,4.0,4.0,2.0,8.0,22.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,6.0,24.0,66.0,42.0,45.0,16.0,8.0,32.0,88.0,56.0,60.0,8.0,32.0,88.0,56.0,60.0,16.0,44.0,28.0,30.0,176.0,112.0,120.0,308.0,330.0,210.0,1
1671,0.0,3.0,4.0,2.0,13.0,12.0,21.0,2.0,15.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,39.0,36.0,63.0,6.0,45.03,8.0,52.0,48.0,84.0,8.0,60.04,26.0,24.0,42.0,4.0,30.02,156.0,273.0,26.0,195.13,252.0,24.0,180.12,42.0,315.21,30.02,1
1672,2.0,1.0,4.0,1.0,7.0,8.0,14.0,13.0,-1.0,2.0,8.0,2.0,14.0,16.0,28.0,26.0,-2.0,4.0,1.0,7.0,8.0,14.0,13.0,-1.0,4.0,28.0,32.0,56.0,52.0,-4.0,7.0,8.0,14.0,13.0,-1.0,56.0,98.0,91.0,-7.0,112.0,104.0,-8.0,182.0,-14.0,-13.0,1
1673,0.0,2.0,4.0,2.0,13.0,8.0,20.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,26.0,16.0,40.0,18.0,8.0,8.0,52.0,32.0,80.0,36.0,16.0,26.0,16.0,40.0,18.0,8.0,104.0,260.0,117.0,52.0,160.0,72.0,32.0,180.0,80.0,36.0,1
1674,0.0,0.0,4.0,4.0,2.0,8.0,22.0,1.0,17.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,32.0,88.0,4.0,68.04,8.0,32.0,88.0,4.0,68.04,16.0,44.0,2.0,34.02,176.0,8.0,136.08,22.0,374.22,17.01,1
1675,1.0,1.0,2.0,4.0,2.0,10.0,25.0,15.0,-1.0,1.0,2.0,4.0,2.0,10.0,25.0,15.0,-1.0,2.0,4.0,2.0,10.0,25.0,15.0,-1.0,8.0,4.0,20.0,50.0,30.0,-2.0,8.0,40.0,100.0,60.0,-4.0,20.0,50.0,30.0,-2.0,250.0,150.0,-10.0,375.0,-25.0,-15.0,1
1676,2.0,1.0,4.0,1.0,7.0,8.0,14.0,2.0,-1.0,2.0,8.0,2.0,14.0,16.0,28.0,4.0,-2.0,4.0,1.0,7.0,8.0,14.0,2.0,-1.0,4.0,28.0,32.0,56.0,8.0,-4.0,7.0,8.0,14.0,2.0,-1.0,56.0,98.0,14.0,-7.0,112.0,16.0,-8.0,28.0,-14.0,-2.0,1
1677,1.0,1.0,1.0,2.0,13.0,10.0,33.0,0.0,2.0,1.0,1.0,2.0,13.0,10.0,33.0,0.0,2.0,1.0,2.0,13.0,10.0,33.0,0.0,2.0,2.0,13.0,10.0,33.0,0.0,2.0,26.0,20.0,66.0,0.0,4.0,130.0,429.0,0.0,26.0,330.0,0.0,20.0,0.0,66.0,0.0,1
1678,0.0,2.0,4.0,4.0,2.0,10.0,21.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,20.0,42.0,36.0,8.0,16.0,8.0,40.0,84.0,72.0,16.0,8.0,40.0,84.0,72.0,16.0,20.0,42.0,36.0,8.0,210.0,180.0,40.0,378.0,84.0,72.0,1
1679,1.0,0.0,5.0,2.0,13.0,10.0,15.0,15.0,2.0,0.0,5.0,2.0,13.0,10.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,65.0,50.0,75.0,75.0,10.0,26.0,20.0,30.0,30.0,4.0,130.0,195.0,195.0,26.0,150.0,150.0,20.0,225.0,30.0,30.0,1
1680,1.0,1.0,2.0,3.0,11.0,10.0,42.0,18.0,-1.0,1.0,2.0,3.0,11.0,10.0,42.0,18.0,-1.0,2.0,3.0,11.0,10.0,42.0,18.0,-1.0,6.0,22.0,20.0,84.0,36.0,-2.0,33.0,30.0,126.0,54.0,-3.0,110.0,462.0,198.0,-11.0,420.0,180.0,-10.0,756.0,-42.0,-18.0,1
1681,0.0,0.0,0.0,4.0,2.0,8.0,22.0,2.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,88.0,8.0,0.32,16.0,44.0,4.0,0.16,176.0,16.0,0.64,44.0,1.76,0.16,1
1682,1.0,0.0,1.0,2.0,13.0,8.0,42.0,9.0,2.0,0.0,1.0,2.0,13.0,8.0,42.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,8.0,42.0,9.0,2.0,26.0,16.0,84.0,18.0,4.0,104.0,546.0,117.0,26.0,336.0,72.0,16.0,378.0,84.0,18.0,1
1683,1.0,1.0,2.0,4.0,2.0,10.0,42.0,15.0,-1.0,1.0,2.0,4.0,2.0,10.0,42.0,15.0,-1.0,2.0,4.0,2.0,10.0,42.0,15.0,-1.0,8.0,4.0,20.0,84.0,30.0,-2.0,8.0,40.0,168.0,60.0,-4.0,20.0,84.0,30.0,-2.0,420.0,150.0,-10.0,630.0,-42.0,-15.0,1
1684,0.0,0.0,4.0,3.0,11.0,8.0,22.0,18.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12.0,44.0,32.0,88.0,72.0,-4.0,33.0,24.0,66.0,54.0,-3.0,88.0,242.0,198.0,-11.0,176.0,144.0,-8.0,396.0,-22.0,-18.0,1
1685,0.0,0.0,4.0,4.0,2.0,8.0,22.0,2.0,18.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,32.0,88.0,8.0,72.04,8.0,32.0,88.0,8.0,72.04,16.0,44.0,4.0,36.02,176.0,16.0,144.08,44.0,396.22,36.02,1
1686,1.0,2.0,1.0,5.0,21.0,8.0,25.0,15.0,1.48,2.0,1.0,5.0,21.0,8.0,25.0,15.0,1.48,2.0,10.0,42.0,16.0,50.0,30.0,2.96,5.0,21.0,8.0,25.0,15.0,1.48,105.0,40.0,125.0,75.0,7.4,168.0,525.0,315.0,31.08,200.0,120.0,11.84,375.0,37.0,22.2,1
1687,0.0,0.0,0.0,4.0,13.0,10.0,22.0,18.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,88.0,72.0,0.24,130.0,286.0,234.0,0.78,220.0,180.0,0.6,396.0,1.3199999999999998,1.08,1
1688,0.0,2.0,4.0,4.0,2.0,10.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,8.0,4.0,20.0,44.0,0.0,-2.0,16.0,8.0,40.0,88.0,0.0,-4.0,8.0,40.0,88.0,0.0,-4.0,20.0,44.0,0.0,-2.0,220.0,0.0,-10.0,0.0,-22.0,-0.0,1
1689,0.0,4.0,4.0,4.0,1.0,8.0,22.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,16.0,4.0,32.0,88.0,8.0,-4.0,16.0,4.0,32.0,88.0,8.0,-4.0,4.0,32.0,88.0,8.0,-4.0,8.0,22.0,2.0,-1.0,176.0,16.0,-8.0,44.0,-22.0,-2.0,1
1690,0.0,0.0,4.0,4.0,13.0,8.0,54.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,216.0,64.0,4.0,52.0,32.0,216.0,64.0,4.0,104.0,702.0,208.0,13.0,432.0,128.0,8.0,864.0,54.0,16.0,1
1691,0.0,0.0,0.0,4.0,13.0,10.0,22.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,88.0,4.0,2.0,130.0,286.0,13.0,6.5,220.0,10.0,5.0,22.0,11.0,0.5,1
1692,1.0,0.0,5.0,2.0,13.0,10.0,43.0,18.0,2.25,0.0,5.0,2.0,13.0,10.0,43.0,18.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,65.0,50.0,215.0,90.0,11.25,26.0,20.0,86.0,36.0,4.5,130.0,559.0,234.0,29.25,430.0,180.0,22.5,774.0,96.75,40.5,1
1693,0.0,3.0,4.0,2.0,13.0,12.0,22.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,39.0,36.0,66.0,0.0,18.0,8.0,52.0,48.0,88.0,0.0,24.0,26.0,24.0,44.0,0.0,12.0,156.0,286.0,0.0,78.0,264.0,0.0,72.0,0.0,132.0,0.0,1
1694,1.0,1.0,2.0,4.0,2.0,10.0,42.0,2.0,2.0,1.0,2.0,4.0,2.0,10.0,42.0,2.0,2.0,2.0,4.0,2.0,10.0,42.0,2.0,2.0,8.0,4.0,20.0,84.0,4.0,4.0,8.0,40.0,168.0,8.0,8.0,20.0,84.0,4.0,4.0,420.0,20.0,20.0,84.0,84.0,4.0,1
1695,1.0,2.0,2.0,2.0,13.0,12.0,8.0,0.0,1.58,2.0,2.0,2.0,13.0,12.0,8.0,0.0,1.58,4.0,4.0,26.0,24.0,16.0,0.0,3.16,4.0,26.0,24.0,16.0,0.0,3.16,26.0,24.0,16.0,0.0,3.16,156.0,104.0,0.0,20.54,96.0,0.0,18.96,0.0,12.64,0.0,1
1696,0.0,0.0,4.0,4.0,13.0,10.0,20.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,52.0,40.0,80.0,16.0,-4.0,52.0,40.0,80.0,16.0,-4.0,130.0,260.0,52.0,-13.0,200.0,40.0,-10.0,80.0,-20.0,-4.0,1
1697,2.0,1.0,4.0,1.0,7.0,8.0,14.0,2.0,-1.0,2.0,8.0,2.0,14.0,16.0,28.0,4.0,-2.0,4.0,1.0,7.0,8.0,14.0,2.0,-1.0,4.0,28.0,32.0,56.0,8.0,-4.0,7.0,8.0,14.0,2.0,-1.0,56.0,98.0,14.0,-7.0,112.0,16.0,-8.0,28.0,-14.0,-2.0,1
1698,1.0,2.0,1.0,2.0,13.0,4.0,42.0,1.0,2.32,2.0,1.0,2.0,13.0,4.0,42.0,1.0,2.32,2.0,4.0,26.0,8.0,84.0,2.0,4.64,2.0,13.0,4.0,42.0,1.0,2.32,26.0,8.0,84.0,2.0,4.64,52.0,546.0,13.0,30.159999999999997,168.0,4.0,9.28,42.0,97.44,2.32,1
1699,0.0,0.0,4.0,4.0,13.0,10.0,22.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,52.0,40.0,88.0,16.0,-4.0,52.0,40.0,88.0,16.0,-4.0,130.0,286.0,52.0,-13.0,220.0,40.0,-10.0,88.0,-22.0,-4.0,1
1700,1.0,1.0,1.0,5.0,21.0,10.0,42.0,2.0,-1.0,1.0,1.0,5.0,21.0,10.0,42.0,2.0,-1.0,1.0,5.0,21.0,10.0,42.0,2.0,-1.0,5.0,21.0,10.0,42.0,2.0,-1.0,105.0,50.0,210.0,10.0,-5.0,210.0,882.0,42.0,-21.0,420.0,20.0,-10.0,84.0,-42.0,-2.0,1
1701,1.0,1.0,1.0,4.0,2.0,8.0,42.0,18.0,-1.0,1.0,1.0,4.0,2.0,8.0,42.0,18.0,-1.0,1.0,4.0,2.0,8.0,42.0,18.0,-1.0,4.0,2.0,8.0,42.0,18.0,-1.0,8.0,32.0,168.0,72.0,-4.0,16.0,84.0,36.0,-2.0,336.0,144.0,-8.0,756.0,-42.0,-18.0,1
1702,1.0,1.0,1.0,4.0,2.0,8.0,25.0,15.0,-1.0,1.0,1.0,4.0,2.0,8.0,25.0,15.0,-1.0,1.0,4.0,2.0,8.0,25.0,15.0,-1.0,4.0,2.0,8.0,25.0,15.0,-1.0,8.0,32.0,100.0,60.0,-4.0,16.0,50.0,30.0,-2.0,200.0,120.0,-8.0,375.0,-25.0,-15.0,1
1703,0.0,4.0,0.0,4.0,13.0,8.0,22.0,11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,88.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,44.0,2.0,104.0,286.0,143.0,6.5,176.0,88.0,4.0,242.0,11.0,5.5,1
1704,0.0,0.0,4.0,4.0,2.0,8.0,22.0,1.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,32.0,88.0,4.0,0.84,8.0,32.0,88.0,4.0,0.84,16.0,44.0,2.0,0.42,176.0,8.0,1.68,22.0,4.62,0.21,1
1705,0.0,2.0,4.0,4.0,13.0,8.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,8.0,26.0,16.0,44.0,0.0,-2.0,16.0,52.0,32.0,88.0,0.0,-4.0,52.0,32.0,88.0,0.0,-4.0,104.0,286.0,0.0,-13.0,176.0,0.0,-8.0,0.0,-22.0,-0.0,1
1706,0.0,1.0,0.0,4.0,2.0,8.0,22.0,9.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,22.0,9.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,88.0,36.0,0.32,16.0,44.0,18.0,0.16,176.0,72.0,0.64,198.0,1.76,0.72,1
1707,2.0,1.0,4.0,1.0,7.0,8.0,14.0,13.0,-1.0,2.0,8.0,2.0,14.0,16.0,28.0,26.0,-2.0,4.0,1.0,7.0,8.0,14.0,13.0,-1.0,4.0,28.0,32.0,56.0,52.0,-4.0,7.0,8.0,14.0,13.0,-1.0,56.0,98.0,91.0,-7.0,112.0,104.0,-8.0,182.0,-14.0,-13.0,1
1708,0.0,0.0,4.0,4.0,2.0,8.0,22.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,32.0,88.0,8.0,-4.0,8.0,32.0,88.0,8.0,-4.0,16.0,44.0,4.0,-2.0,176.0,16.0,-8.0,44.0,-22.0,-2.0,1
1709,1.0,1.0,4.0,4.0,13.0,8.0,48.0,17.0,1.0,1.0,4.0,4.0,13.0,8.0,48.0,17.0,1.0,4.0,4.0,13.0,8.0,48.0,17.0,1.0,16.0,52.0,32.0,192.0,68.0,4.0,52.0,32.0,192.0,68.0,4.0,104.0,624.0,221.0,13.0,384.0,136.0,8.0,816.0,48.0,17.0,2
1710,2.0,4.0,5.0,3.0,11.0,8.0,6.0,2.0,-1.0,8.0,10.0,6.0,22.0,16.0,12.0,4.0,-2.0,20.0,12.0,44.0,32.0,24.0,8.0,-4.0,15.0,55.0,40.0,30.0,10.0,-5.0,33.0,24.0,18.0,6.0,-3.0,88.0,66.0,22.0,-11.0,48.0,16.0,-8.0,12.0,-6.0,-2.0,1
1711,1.0,1.0,2.0,4.0,2.0,8.0,50.0,0.0,3.0,1.0,2.0,4.0,2.0,8.0,50.0,0.0,3.0,2.0,4.0,2.0,8.0,50.0,0.0,3.0,8.0,4.0,16.0,100.0,0.0,6.0,8.0,32.0,200.0,0.0,12.0,16.0,100.0,0.0,6.0,400.0,0.0,24.0,0.0,150.0,0.0,1
